Area,Year,Real GDP (Millions),Real GDP Quality Index,Current-Dollar GDP (Millions),Per Capita Personal Income,PCEPI,PCEPI2012,Real Per Capita Personal Income,Type
"Fort Wayne, IN",2015,19216.23,110.091,20265.603,42433.0,103.11566666666667,100.0,41150.87587725111,MSA
"Fort Wayne, IN",2016,19774.221,113.287,21071.55,43207.0,104.14833333333333,100.0,41486.02153979101,MSA
"Fort Wayne, IN",2017,20385.548,116.79,21976.729,44307.0,106.0515,100.0,41778.75843340263,MSA
"Fort Wayne, IN",2018,21275.835,121.89,23397.852,46551.0,108.3185,100.0,42976.03825754603,MSA
"Fort Wayne, IN",2019,21254.42,121.768,23779.694,47762.0,109.92191666666666,100.0,43450.84351543482,MSA
"Fort Wayne, IN",2020,20468.696,117.266,23207.491,50238.0,111.22466666666666,100.0,45168.03826489328,MSA
"Fresno, CA",2001,28184.53,83.802,21154.63,23563.0,79.65616666666666,100.0,29580.88618374388,MSA
"Fresno, CA",2002,30398.297,90.385,23158.276,24691.0,80.70208333333333,100.0,30595.2448563389,MSA
"Fresno, CA",2003,32093.105,95.424,25193.165,25935.0,82.39758333333333,100.0,31475.437689818977,MSA
"Fresno, CA",2004,32709.314,97.256,26809.282,26993.0,84.44275,100.0,31966.036160594012,MSA
"Fresno, CA",2005,33944.485,100.929,28194.305,27699.0,86.87583333333333,100.0,31883.43517088565,MSA
"Fresno, CA",2006,35837.239,106.556,30512.159,29247.0,89.32233333333333,100.0,32743.210917762262,MSA
"Fresno, CA",2007,34879.624,103.709,31281.6,30430.0,91.61441666666667,100.0,33215.29635528615,MSA
"Fresno, CA",2008,33768.459,100.405,30957.973,30549.0,94.32566666666666,100.0,32386.731077084005,MSA
"Fresno, CA",2009,34242.028,101.813,31413.078,30167.0,94.0625,100.0,32071.2292358804,MSA
"Fresno, CA",2010,34497.12,102.572,32482.865,31195.0,95.74708333333334,100.0,32580.626912046926,MSA
"Fresno, CA",2011,34809.834,103.502,34096.279,32758.0,98.16941666666666,100.0,33368.84450605374,MSA
"Fresno, CA",2012,33632.2,100.0,33632.2,33548.0,100.0,100.0,33548.0,MSA
"Fresno, CA",2013,34890.011,103.74,35768.408,34694.0,101.35408333333334,100.0,34230.49063144142,MSA
"Fresno, CA",2014,35928.123,106.827,37243.466,36746.0,102.88666666666667,100.0,35715.02624246744,MSA
"Fresno, CA",2015,37347.858,111.048,38655.894,38874.0,103.11566666666667,100.0,37699.41198718591,MSA
"Fresno, CA",2016,38649.137,114.917,40005.91,39640.0,104.14833333333333,100.0,38061.0987533806,MSA
"Fresno, CA",2017,39921.581,118.7,42158.517,40208.0,106.0515,100.0,37913.65515810715,MSA
"Fresno, CA",2018,41016.044,121.955,44073.282,41248.0,108.3185,100.0,38080.2909936899,MSA
"Fresno, CA",2019,42111.573,125.212,46177.593,43019.0,109.92191666666666,100.0,39135.96242181003,MSA
"Fresno, CA",2020,41216.318,122.55,45932.182,48495.0,111.22466666666666,100.0,43600.939839484054,MSA
"Gadsden, AL",2001,2638.64,97.074,2070.544,22301.0,79.65616666666666,100.0,27996.57695470324,MSA
"Gadsden, AL",2002,2676.509,98.468,2144.737,23017.0,80.70208333333333,100.0,28520.948963523246,MSA
"Gadsden, AL",2003,2718.854,100.025,2215.057,23835.0,82.39758333333333,100.0,28926.81925339639,MSA
"Gadsden, AL",2004,2883.531,106.084,2402.021,25155.0,84.44275,100.0,29789.413537574274,MSA
"Gadsden, AL",2005,2925.703,107.635,2497.972,26074.0,86.87583333333333,100.0,30012.949516071792,MSA
"Gadsden, AL",2006,2836.172,104.342,2500.105,26854.0,89.32233333333333,100.0,30064.149690073777,MSA
"Gadsden, AL",2007,2818.873,103.705,2549.666,28472.0,91.61441666666667,100.0,31078.07814090395,MSA
"Gadsden, AL",2008,2782.811,102.378,2569.609,29311.0,94.32566666666666,100.0,31074.256918406798,MSA
"Gadsden, AL",2009,2758.102,101.469,2628.384,29195.0,94.0625,100.0,31037.873754152828,MSA
"Gadsden, AL",2010,2771.244,101.953,2657.982,30356.0,95.74708333333334,100.0,31704.36001096639,MSA
"Gadsden, AL",2011,2802.342,103.097,2728.177,30851.0,98.16941666666666,100.0,31426.284323104705,MSA
"Gadsden, AL",2012,2718.162,100.0,2718.162,31290.0,100.0,100.0,31289.999999999996,MSA
"Gadsden, AL",2013,2761.488,101.594,2820.233,31486.0,101.35408333333334,100.0,31065.34928291822,MSA
"Gadsden, AL",2014,2740.766,100.832,2849.926,32712.0,102.88666666666667,100.0,31794.20721829845,MSA
"Gadsden, AL",2015,2808.719,103.332,3001.05,34134.0,103.11566666666667,100.0,33102.63231904625,MSA
"Gadsden, AL",2016,2805.072,103.197,3047.021,34671.0,104.14833333333333,100.0,33290.01904335163,MSA
"Gadsden, AL",2017,2809.493,103.36,3084.364,35586.0,106.0515,100.0,33555.39525607841,MSA
"Gadsden, AL",2018,2841.049,104.521,3175.436,36583.0,108.3185,100.0,33773.54745495922,MSA
"Gadsden, AL",2019,2766.192,101.767,3170.226,37700.0,109.92191666666666,100.0,34297.07299802967,MSA
"Gadsden, AL",2020,2563.314,94.303,3012.955,39852.0,111.22466666666666,100.0,35830.18155445135,MSA
"Gainesville, FL",2001,10102.596,86.314,7669.896,25315.0,79.65616666666666,100.0,31780.339249733755,MSA
"Gainesville, FL",2002,10412.454,88.961,8105.081,25665.0,80.70208333333333,100.0,31802.1529803547,MSA
"Gainesville, FL",2003,10525.44,89.927,8398.005,26333.0,82.39758333333333,100.0,31958.461564912403,MSA
"Gainesville, FL",2004,11429.028,97.647,9419.837,28746.0,84.44275,100.0,34041.99886905625,MSA
"Gainesville, FL",2005,11720.066,100.133,9952.717,30396.0,86.87583333333333,100.0,34987.86582382902,MSA
"Gainesville, FL",2006,11902.538,101.692,10456.363,31862.0,89.32233333333333,100.0,35670.810211705175,MSA
"Gainesville, FL",2007,12524.855,107.009,11386.776,33005.0,91.61441666666667,100.0,36025.989359389394,MSA
"Gainesville, FL",2008,12360.948,105.609,11463.058,33849.0,94.32566666666666,100.0,35885.24862444651,MSA
"Gainesville, FL",2009,12047.007,102.927,11505.988,32645.0,94.0625,100.0,34705.64784053156,MSA
"Gainesville, FL",2010,11945.352,102.058,11528.712,34126.0,95.74708333333334,100.0,35641.816765523756,MSA
"Gainesville, FL",2011,11755.736,100.438,11503.356,35229.0,98.16941666666666,100.0,35885.92170168408,MSA
"Gainesville, FL",2012,11704.455,100.0,11704.455,35276.0,100.0,100.0,35276.0,MSA
"Gainesville, FL",2013,11798.945,100.807,12090.128,35454.0,101.35408333333334,100.0,34980.33708558034,MSA
"Gainesville, FL",2014,12176.907,104.037,12721.984,37194.0,102.88666666666667,100.0,36150.456813322104,MSA
"Gainesville, FL",2015,12393.865,105.89,13229.931,38300.0,103.11566666666667,100.0,37142.75554636056,MSA
"Gainesville, FL",2016,12651.7,108.093,13675.828,39074.0,104.14833333333333,100.0,37517.643105186515,MSA
"Gainesville, FL",2017,13124.661,112.134,14413.19,41235.0,106.0515,100.0,38882.05258765788,MSA
"Gainesville, FL",2018,13546.832,115.741,15201.94,43026.0,108.3185,100.0,39721.74651606143,MSA
"Gainesville, FL",2019,13932.695,119.038,15998.571,44734.0,109.92191666666666,100.0,40696.16083538088,MSA
"Gainesville, FL",2020,13985.455,119.488,16479.968,47729.0,111.22466666666666,100.0,42912.24368695193,MSA
"Gainesville, GA",2001,6201.786,83.471,4869.293,25907.0,79.65616666666666,100.0,32523.533436415262,MSA
"Gainesville, GA",2002,6270.634,84.398,5032.557,26459.0,80.70208333333333,100.0,32786.018535250536,MSA
"Gainesville, GA",2003,6564.496,88.353,5335.056,27869.0,82.39758333333333,100.0,33822.59390698149,MSA
"Gainesville, GA",2004,6778.599,91.235,5616.229,29497.0,84.44275,100.0,34931.35882002895,MSA
"Gainesville, GA",2005,7029.235,94.608,5977.382,31013.0,86.87583333333333,100.0,35698.07483861066,MSA
"Gainesville, GA",2006,7067.632,95.125,6155.354,31893.0,89.32233333333333,100.0,35705.51597771367,MSA
"Gainesville, GA",2007,7305.045,98.32,6533.64,32487.0,91.61441666666667,100.0,35460.57616477756,MSA
"Gainesville, GA",2008,7275.004,97.916,6659.045,31584.0,94.32566666666666,100.0,33483.99339875679,MSA
"Gainesville, GA",2009,6840.119,92.063,6528.086,30651.0,94.0625,100.0,32585.78073089701,MSA
"Gainesville, GA",2010,6952.061,93.569,6671.908,31004.0,95.74708333333334,100.0,32381.14302872585,MSA
"Gainesville, GA",2011,7491.478,100.829,7247.619,33174.0,98.16941666666666,100.0,33792.60173526548,MSA
"Gainesville, GA",2012,7429.86,100.0,7429.86,33997.0,100.0,100.0,33997.0,MSA
"Gainesville, GA",2013,7573.285,101.93,7742.71,34720.0,101.35408333333334,100.0,34256.14327329354,MSA
"Gainesville, GA",2014,7994.745,107.603,8371.102,36777.0,102.88666666666667,100.0,35745.1564828614,MSA
"Gainesville, GA",2015,8355.111,112.453,9017.994,39460.0,103.11566666666667,100.0,38267.705844892625,MSA
"Gainesville, GA",2016,8658.311,116.534,9553.457,40545.0,104.14833333333333,100.0,38930.05168909729,MSA
"Gainesville, GA",2017,9351.889,125.869,10438.467,42743.0,106.0515,100.0,40304.00324370706,MSA
"Gainesville, GA",2018,9773.913,131.549,11104.232,44831.0,108.3185,100.0,41388.12852836773,MSA
"Gainesville, GA",2019,10114.487,136.133,11805.734,46409.0,109.92191666666666,100.0,42219.969781579806,MSA
"Gainesville, GA",2020,9941.138,133.8,11879.587,48759.0,111.22466666666666,100.0,43838.29726020008,MSA
"Gettysburg, PA",2001,2683.369,78.619,2048.454,28147.0,79.65616666666666,100.0,35335.61954818313,MSA
"Gettysburg, PA",2002,2890.555,84.689,2257.361,28872.0,80.70208333333333,100.0,35776.02808684204,MSA
"Gettysburg, PA",2003,2883.262,84.475,2289.632,30315.0,82.39758333333333,100.0,36791.12757150038,MSA
"Gettysburg, PA",2004,2930.536,85.86,2385.058,31154.0,84.44275,100.0,36893.63503675567,MSA
"Gettysburg, PA",2005,3056.685,89.556,2575.203,32409.0,86.87583333333333,100.0,37304.96589960768,MSA
"Gettysburg, PA",2006,3191.546,93.508,2778.773,33504.0,89.32233333333333,100.0,37509.096269316746,MSA
"Gettysburg, PA",2007,3179.475,93.154,2854.221,35292.0,91.61441666666667,100.0,38522.321359538575,MSA
"Gettysburg, PA",2008,3255.425,95.379,2995.698,37060.0,94.32566666666666,100.0,39289.412213713484,MSA
"Gettysburg, PA",2009,3306.821,96.885,3139.227,36838.0,94.0625,100.0,39163.322259136214,MSA
"Gettysburg, PA",2010,3243.72,95.036,3114.088,37656.0,95.74708333333334,100.0,39328.61314313317,MSA
"Gettysburg, PA",2011,3313.173,97.071,3237.328,39243.0,98.16941666666666,100.0,39974.77150470318,MSA
"Gettysburg, PA",2012,3413.141,100.0,3413.141,40256.0,100.0,100.0,40256.0,MSA
"Gettysburg, PA",2013,3415.857,100.08,3496.649,41079.0,101.35408333333334,100.0,40530.18748627953,MSA
"Gettysburg, PA",2014,3413.357,100.006,3568.742,43133.0,102.88666666666667,100.0,41922.82770686191,MSA
"Gettysburg, PA",2015,3498.789,102.509,3747.646,44961.0,103.11566666666667,100.0,43602.49170025893,MSA
"Gettysburg, PA",2016,3539.697,103.708,3849.544,45536.0,104.14833333333333,100.0,43722.255116900575,MSA
"Gettysburg, PA",2017,3693.05,108.201,4078.946,46865.0,106.0515,100.0,44190.79409532161,MSA
"Gettysburg, PA",2018,3596.67,105.377,4043.495,48826.0,108.3185,100.0,45076.32583538361,MSA
"Gettysburg, PA",2019,3533.399,103.523,4070.126,50785.0,109.92191666666666,100.0,46200.977512067286,MSA
"Gettysburg, PA",2020,3371.677,98.785,3968.843,54172.0,111.22466666666666,100.0,48705.02346601773,MSA
"Glens Falls, NY",2001,4376.139,79.801,3378.074,25522.0,79.65616666666666,100.0,32040.206135955155,MSA
"Glens Falls, NY",2002,4491.052,81.897,3535.138,25977.0,80.70208333333333,100.0,32188.760100162635,MSA
"Glens Falls, NY",2003,4669.067,85.143,3748.796,27098.0,82.39758333333333,100.0,32886.88685246635,MSA
"Glens Falls, NY",2004,4988.512,90.968,4125.36,29035.0,84.44275,100.0,34384.24257855174,MSA
"Glens Falls, NY",2005,4888.91,89.152,4165.021,29496.0,86.87583333333333,100.0,33951.90453808597,MSA
"Glens Falls, NY",2006,4917.238,89.668,4344.467,30582.0,89.32233333333333,100.0,34237.79793780578,MSA
"Glens Falls, NY",2007,4894.925,89.261,4474.917,31552.0,91.61441666666667,100.0,34439.99443319056,MSA
"Glens Falls, NY",2008,5198.437,94.796,4831.599,33834.0,94.32566666666666,100.0,35869.3462719585,MSA
"Glens Falls, NY",2009,5440.834,99.216,5183.667,34845.0,94.0625,100.0,37044.51827242525,MSA
"Glens Falls, NY",2010,5517.162,100.608,5310.146,36346.0,95.74708333333334,100.0,37960.42525229228,MSA
"Glens Falls, NY",2011,5414.363,98.734,5293.36,37690.0,98.16941666666666,100.0,38392.812425458374,MSA
"Glens Falls, NY",2012,5483.805,100.0,5483.805,38907.0,100.0,100.0,38907.0,MSA
"Glens Falls, NY",2013,5436.018,99.129,5565.67,39522.0,101.35408333333334,100.0,38993.988895366,MSA
"Glens Falls, NY",2014,5465.193,99.661,5700.629,40242.0,102.88666666666667,100.0,39112.93980431543,MSA
"Glens Falls, NY",2015,5558.834,101.368,5933.722,41646.0,103.11566666666667,100.0,40387.65528678151,MSA
"Glens Falls, NY",2016,5521.897,100.695,5990.657,42719.0,104.14833333333333,100.0,41017.45907279682,MSA
"Glens Falls, NY",2017,5686.298,103.693,6278.09,45299.0,106.0515,100.0,42714.15302942438,MSA
"Glens Falls, NY",2018,5715.234,104.22,6448.939,46461.0,108.3185,100.0,42892.94995776345,MSA
"Glens Falls, NY",2019,6010.232,109.6,6932.072,48527.0,109.92191666666666,100.0,44146.79207892269,MSA
"Glens Falls, NY",2020,5767.124,105.166,6791.778,53074.0,111.22466666666666,100.0,47717.832375312435,MSA
"Goldsboro, NC",2001,4347.492,99.489,3292.982,24157.0,79.65616666666666,100.0,30326.59116159661,MSA
"Goldsboro, NC",2002,4179.104,95.636,3246.214,24760.0,80.70208333333333,100.0,30680.744507834886,MSA
"Goldsboro, NC",2003,4076.019,93.277,3233.683,25174.0,82.39758333333333,100.0,30551.866913572507,MSA
"Goldsboro, NC",2004,4287.2,98.109,3468.912,26412.0,84.44275,100.0,31277.996038736303,MSA
"Goldsboro, NC",2005,4346.822,99.474,3624.977,27530.0,86.87583333333333,100.0,31688.90466278501,MSA
"Goldsboro, NC",2006,4486.972,102.681,3836.064,28862.0,89.32233333333333,100.0,32312.18769475346,MSA
"Goldsboro, NC",2007,4489.313,102.735,3948.538,30586.0,91.61441666666667,100.0,33385.57523242794,MSA
"Goldsboro, NC",2008,4569.393,104.567,4129.281,31369.0,94.32566666666666,100.0,33256.05967976196,MSA
"Goldsboro, NC",2009,4469.0,102.27,4194.947,31077.0,94.0625,100.0,33038.67109634551,MSA
"Goldsboro, NC",2010,4573.633,104.664,4351.547,31668.0,95.74708333333334,100.0,33074.63673828184,MSA
"Goldsboro, NC",2011,4361.142,99.801,4237.12,32373.0,98.16941666666666,100.0,32976.665339595755,MSA
"Goldsboro, NC",2012,4369.819,100.0,4369.819,33784.0,100.0,100.0,33784.0,MSA
"Goldsboro, NC",2013,4486.905,102.679,4594.511,33335.0,101.35408333333334,100.0,32889.64677463249,MSA
"Goldsboro, NC",2014,4367.552,99.948,4564.509,34437.0,102.88666666666667,100.0,33470.809304736606,MSA
"Goldsboro, NC",2015,4412.815,100.984,4677.621,35191.0,103.11566666666667,100.0,34127.69478934659,MSA
"Goldsboro, NC",2016,4396.048,100.6,4688.478,35420.0,104.14833333333333,100.0,34009.18561666854,MSA
"Goldsboro, NC",2017,4497.953,102.932,4867.917,37135.0,106.0515,100.0,35016.00637426156,MSA
"Goldsboro, NC",2018,4519.737,103.431,4986.431,38115.0,108.3185,100.0,35187.89495792501,MSA
"Goldsboro, NC",2019,4552.427,104.179,5146.501,40116.0,109.92191666666666,100.0,36494.99682729332,MSA
"Goldsboro, NC",2020,4395.751,100.593,5090.029,42882.0,111.22466666666666,100.0,38554.397405851225,MSA
"Grand Forks, ND-MN",2001,3506.106,74.922,2599.409,25047.0,79.65616666666666,100.0,31443.893232790095,MSA
"Grand Forks, ND-MN",2002,3682.768,78.697,2796.371,26292.0,80.70208333333333,100.0,32579.084596122568,MSA
"Grand Forks, ND-MN",2003,3954.603,84.506,3089.756,28450.0,82.39758333333333,100.0,34527.71167439175,MSA
"Grand Forks, ND-MN",2004,3843.199,82.125,3111.823,28556.0,84.44275,100.0,33816.99435416303,MSA
"Grand Forks, ND-MN",2005,3975.46,84.951,3311.24,29963.0,86.87583333333333,100.0,34489.45333857709,MSA
"Grand Forks, ND-MN",2006,4200.736,89.765,3607.804,31646.0,89.32233333333333,100.0,35428.989390484654,MSA
"Grand Forks, ND-MN",2007,4192.828,89.596,3776.212,34076.0,91.61441666666667,100.0,37195.0193428436,MSA
"Grand Forks, ND-MN",2008,4416.584,94.378,4064.105,36979.0,94.32566666666666,100.0,39203.53951027822,MSA
"Grand Forks, ND-MN",2009,4254.094,90.905,3966.856,36121.0,94.0625,100.0,38401.06312292359,MSA
"Grand Forks, ND-MN",2010,4359.965,93.168,4129.868,37901.0,95.74708333333334,100.0,39584.495611267535,MSA
"Grand Forks, ND-MN",2011,4407.31,94.179,4289.902,40872.0,98.16941666666666,100.0,41634.14777005398,MSA
"Grand Forks, ND-MN",2012,4679.692,100.0,4679.692,44745.0,100.0,100.0,44745.0,MSA
"Grand Forks, ND-MN",2013,4741.668,101.324,4858.35,44693.0,101.35408333333334,100.0,44095.904703724314,MSA
"Grand Forks, ND-MN",2014,4686.568,100.147,4885.039,45489.0,102.88666666666667,100.0,44212.725976802954,MSA
"Grand Forks, ND-MN",2015,4752.673,101.56,5072.731,46344.0,103.11566666666667,100.0,44943.70399583639,MSA
"Grand Forks, ND-MN",2016,4837.026,103.362,5240.98,46524.0,104.14833333333333,100.0,44670.90207876587,MSA
"Grand Forks, ND-MN",2017,4866.632,103.995,5358.251,47665.0,106.0515,100.0,44945.144575984305,MSA
"Grand Forks, ND-MN",2018,4897.134,104.647,5501.041,49813.0,108.3185,100.0,45987.5275229993,MSA
"Grand Forks, ND-MN",2019,4926.125,105.266,5676.219,51429.0,109.92191666666666,100.0,46786.847936755104,MSA
"Grand Forks, ND-MN",2020,4941.524,105.595,5813.472,57102.0,111.22466666666666,100.0,51339.33120351002,MSA
"Grand Island, NE",2001,2643.018,71.336,1981.862,26709.0,79.65616666666666,100.0,33530.360696075004,MSA
"Grand Island, NE",2002,2715.502,73.293,2075.31,27108.0,80.70208333333333,100.0,33590.210909466405,MSA
"Grand Island, NE",2003,2890.508,78.016,2254.741,28684.0,82.39758333333333,100.0,34811.70058587883,MSA
"Grand Island, NE",2004,2955.671,79.775,2376.509,28701.0,84.44275,100.0,33988.708326055224,MSA
"Grand Island, NE",2005,3178.674,85.794,2605.143,29942.0,86.87583333333333,100.0,34465.28090857642,MSA
"Grand Island, NE",2006,3313.969,89.445,2779.75,31047.0,89.32233333333333,100.0,34758.384427933284,MSA
"Grand Island, NE",2007,3307.637,89.274,2890.385,33494.0,91.61441666666667,100.0,36559.74814735308,MSA
"Grand Island, NE",2008,3383.173,91.313,3036.771,35310.0,94.32566666666666,100.0,37434.137756778815,MSA
"Grand Island, NE",2009,3414.851,92.168,3161.761,33939.0,94.0625,100.0,36081.32890365449,MSA
"Grand Island, NE",2010,3546.387,95.718,3326.9,34722.0,95.74708333333334,100.0,36264.29003494449,MSA
"Grand Island, NE",2011,3598.89,97.136,3480.729,37756.0,98.16941666666666,100.0,38460.043139708316,MSA
"Grand Island, NE",2012,3705.02,100.0,3705.02,38709.0,100.0,100.0,38709.0,MSA
"Grand Island, NE",2013,3904.109,105.374,4009.571,39387.0,101.35408333333334,100.0,38860.79248574922,MSA
"Grand Island, NE",2014,3873.018,104.534,4030.518,40336.0,102.88666666666667,100.0,39204.30246873583,MSA
"Grand Island, NE",2015,3872.073,104.509,4084.411,42131.0,103.11566666666667,100.0,40858.00088573673,MSA
"Grand Island, NE",2016,3912.336,105.596,4151.091,41809.0,104.14833333333333,100.0,40143.70529213142,MSA
"Grand Island, NE",2017,3814.309,102.95,4095.901,42705.0,106.0515,100.0,40268.17159587559,MSA
"Grand Island, NE",2018,3800.633,102.581,4144.418,43165.0,108.3185,100.0,39850.07177905898,MSA
"Grand Island, NE",2019,3835.18,103.513,4290.677,44836.0,109.92191666666666,100.0,40788.953977179255,MSA
"Grand Island, NE",2020,3734.509,100.796,4290.79,48375.0,111.22466666666666,100.0,43493.05010279494,MSA
"Grand Junction, CO",2001,4383.942,77.227,3349.459,27347.0,79.65616666666666,100.0,34331.303079694604,MSA
"Grand Junction, CO",2002,4505.331,79.365,3521.759,27642.0,80.70208333333333,100.0,34251.90386452229,MSA
"Grand Junction, CO",2003,4641.07,81.757,3707.926,27964.0,82.39758333333333,100.0,33937.88855053395,MSA
"Grand Junction, CO",2004,4777.297,84.156,3929.444,28753.0,84.44275,100.0,34050.28850907863,MSA
"Grand Junction, CO",2005,5075.563,89.411,4334.207,30604.0,86.87583333333333,100.0,35227.2879876452,MSA
"Grand Junction, CO",2006,5400.656,95.137,4791.314,32906.0,89.32233333333333,100.0,36839.610847604374,MSA
"Grand Junction, CO",2007,6004.45,105.774,5501.087,35657.0,91.61441666666667,100.0,38920.73027079981,MSA
"Grand Junction, CO",2008,6560.483,115.569,6182.366,38881.0,94.32566666666666,100.0,41219.957805758066,MSA
"Grand Junction, CO",2009,6026.684,106.165,5690.254,34944.0,94.0625,100.0,37149.767441860466,MSA
"Grand Junction, CO",2010,5694.754,100.318,5446.624,34479.0,95.74708333333334,100.0,36010.4964032847,MSA
"Grand Junction, CO",2011,5757.378,101.421,5618.028,35702.0,98.16941666666666,100.0,36367.74182047532,MSA
"Grand Junction, CO",2012,5676.69,100.0,5676.69,37104.0,100.0,100.0,37104.0,MSA
"Grand Junction, CO",2013,5577.877,98.259,5701.545,37819.0,101.35408333333334,100.0,37313.740854052085,MSA
"Grand Junction, CO",2014,5646.548,99.469,5885.888,39998.0,102.88666666666667,100.0,38875.7856541178,MSA
"Grand Junction, CO",2015,5575.3,98.214,5889.388,40708.0,103.11566666666667,100.0,39477.99720055472,MSA
"Grand Junction, CO",2016,5460.516,96.192,5845.082,40095.0,104.14833333333333,100.0,38497.9756437133,MSA
"Grand Junction, CO",2017,5724.372,100.84,6244.648,42396.0,106.0515,100.0,39976.80372271962,MSA
"Grand Junction, CO",2018,5967.075,105.115,6640.236,44691.0,108.3185,100.0,41258.880062039265,MSA
"Grand Junction, CO",2019,6039.762,106.396,6864.88,45898.0,109.92191666666666,100.0,41755.094335903595,MSA
"Grand Junction, CO",2020,5849.815,103.05,6776.747,48435.0,111.22466666666666,100.0,43546.994971139495,MSA
"Grand Rapids-Kentwood, MI",2001,43120.799,92.405,35345.586,30031.0,79.65616666666666,100.0,37700.784831473604,MSA
"Grand Rapids-Kentwood, MI",2002,44427.943,95.206,36880.339,29820.0,80.70208333333333,100.0,36950.71895087384,MSA
"Grand Rapids-Kentwood, MI",2003,45410.29,97.311,38081.184,30565.0,82.39758333333333,100.0,37094.53452821735,MSA
"Grand Rapids-Kentwood, MI",2004,46821.76,100.336,39896.669,32253.0,84.44275,100.0,38195.10852026965,MSA
"Grand Rapids-Kentwood, MI",2005,48094.652,103.063,41860.637,33161.0,86.87583333333333,100.0,38170.56910725077,MSA
"Grand Rapids-Kentwood, MI",2006,47841.986,102.522,42502.791,34753.0,89.32233333333333,100.0,38907.402777207644,MSA
"Grand Rapids-Kentwood, MI",2007,47786.957,102.404,43497.731,35728.0,91.61441666666667,100.0,38998.2289905246,MSA
"Grand Rapids-Kentwood, MI",2008,46169.712,98.938,42563.275,37540.0,94.32566666666666,100.0,39798.28749332985,MSA
"Grand Rapids-Kentwood, MI",2009,42924.76,91.985,41261.376,34520.0,94.0625,100.0,36699.00332225914,MSA
"Grand Rapids-Kentwood, MI",2010,44566.051,95.502,42865.262,36571.0,95.74708333333334,100.0,38195.41935568098,MSA
"Grand Rapids-Kentwood, MI",2011,45537.578,97.584,44305.609,39369.0,98.16941666666666,100.0,40103.12105008943,MSA
"Grand Rapids-Kentwood, MI",2012,46665.146,100.0,46665.146,41903.0,100.0,100.0,41903.0,MSA
"Grand Rapids-Kentwood, MI",2013,47616.755,102.039,48600.684,41793.0,101.35408333333334,100.0,41234.64849714162,MSA
"Grand Rapids-Kentwood, MI",2014,49175.689,105.38,51145.513,43617.0,102.88666666666667,100.0,42393.248234303115,MSA
"Grand Rapids-Kentwood, MI",2015,51248.091,109.821,54775.773,46052.0,103.11566666666667,100.0,44660.526851723145,MSA
"Grand Rapids-Kentwood, MI",2016,52581.18,112.678,57027.021,46970.0,104.14833333333333,100.0,45099.137448190886,MSA
"Grand Rapids-Kentwood, MI",2017,53583.801,114.826,58663.21,47609.0,106.0515,100.0,44892.34004233792,MSA
"Grand Rapids-Kentwood, MI",2018,55126.855,118.133,61287.816,49040.0,108.3185,100.0,45273.891348199984,MSA
"Grand Rapids-Kentwood, MI",2019,55071.826,118.015,62728.109,50474.0,109.92191666666666,100.0,45918.04940325064,MSA
"Grand Rapids-Kentwood, MI",2020,52787.476,113.12,61371.686,54037.0,111.22466666666666,100.0,48583.64751224249,MSA
"Grants Pass, OR",2001,1761.582,86.238,1402.665,23000.0,79.65616666666666,100.0,28874.098469045082,MSA
"Grants Pass, OR",2002,1850.48,90.59,1505.736,23160.0,80.70208333333333,100.0,28698.14389343522,MSA
"Grants Pass, OR",2003,1932.613,94.611,1599.376,24058.0,82.39758333333333,100.0,29197.45825878793,MSA
"Grants Pass, OR",2004,2026.166,99.191,1721.613,25761.0,84.44275,100.0,30507.059516654772,MSA
"Grants Pass, OR",2005,2147.246,105.118,1876.17,27106.0,86.87583333333333,100.0,31200.851790390498,MSA
"Grants Pass, OR",2006,2149.684,105.238,1933.82,28497.0,89.32233333333333,100.0,31903.55528852433,MSA
"Grants Pass, OR",2007,2155.226,105.509,1989.98,29686.0,91.61441666666667,100.0,32403.19709507146,MSA
"Grants Pass, OR",2008,2096.443,102.631,1962.01,29419.0,94.32566666666666,100.0,31188.753856320476,MSA
"Grants Pass, OR",2009,2027.661,99.264,1941.212,29312.0,94.0625,100.0,31162.259136212622,MSA
"Grants Pass, OR",2010,2027.666,99.264,1955.995,30011.0,95.74708333333334,100.0,31344.035719103715,MSA
"Grants Pass, OR",2011,2028.517,99.306,1980.804,30828.0,98.16941666666666,100.0,31402.855437835784,MSA
"Grants Pass, OR",2012,2042.695,100.0,2042.695,32124.0,100.0,100.0,32124.0,MSA
"Grants Pass, OR",2013,2065.347,101.109,2114.446,32688.0,101.35408333333334,100.0,32251.29064854319,MSA
"Grants Pass, OR",2014,2091.39,102.384,2185.073,34526.0,102.88666666666667,100.0,33557.312252964424,MSA
"Grants Pass, OR",2015,2228.678,109.105,2385.608,36423.0,103.11566666666667,100.0,35322.46958916685,MSA
"Grants Pass, OR",2016,2243.805,109.845,2445.68,37113.0,104.14833333333333,100.0,35634.75171630207,MSA
"Grants Pass, OR",2017,2397.785,117.383,2650.771,38828.0,106.0515,100.0,36612.40057896399,MSA
"Grants Pass, OR",2018,2508.606,122.809,2828.218,40980.0,108.3185,100.0,37832.872501003985,MSA
"Grants Pass, OR",2019,2670.798,130.749,3080.938,43694.0,109.92191666666666,100.0,39750.03468371109,MSA
"Grants Pass, OR",2020,2563.401,125.491,3048.409,46913.0,111.22466666666666,100.0,42178.59347746603,MSA
